user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_target,login_recency_category,support_risk,payment_risk,usage_level
304,2024-06-06,Standard,399,11.3,3,5,34,37,Yes,1,Inactive,Medium,High,Medium
305,2024-07-26,Standard,399,11.6,8,3,4,29,Yes,1,At Risk,High,High,Medium
306,2023-08-12,Standard,399,18.2,6,2,20,52,Yes,1,Inactive,High,Medium,High
307,2023-03-03,Premium,699,1.6,5,5,5,4,Yes,1,Active,Medium,High,Low
308,2024-10-18,Basic,199,1.3,6,1,31,49,Yes,1,Inactive,High,Medium,Low
309,2024-01-22,Premium,699,9.7,6,3,27,55,No,0,Inactive,High,High,Medium
310,2023-05-02,Standard,399,17.2,8,1,6,41,No,0,Inactive,High,Medium,High
311,2023-01-24,Basic,199,10.1,2,5,35,14,No,0,Active,Low,High,Medium
312,2023-08-24,Standard,399,17.0,8,3,30,34,Yes,1,Inactive,High,High,High
313,2023-04-26,Basic,199,9.0,4,1,30,59,No,0,Inactive,Medium,Medium,Medium
314,2024-08-31,Basic,199,15.6,0,1,27,13,Yes,1,Active,Low,Medium,High
315,2024-03-25,Basic,199,15.1,0,1,29,47,Yes,1,Inactive,Low,Medium,High
316,2023-08-28,Basic,199,5.8,0,1,35,32,No,0,Inactive,Low,Medium,Medium
317,2024-11-07,Premium,699,14.6,5,1,21,19,No,0,At Risk,Medium,Medium,Medium
318,2023-06-29,Premium,699,10.6,4,0,15,35,No,0,Inactive,Medium,Low,Medium
319,2024-01-26,Premium,699,14.1,0,2,28,60,No,0,Inactive,Low,Medium,Medium
320,2024-07-04,Premium,699,17.6,6,1,21,19,No,0,At Risk,High,Medium,High
321,2023-03-01,Standard,399,21.3,4,5,16,9,No,0,Active,Medium,High,High
322,2023-09-19,Premium,699,24.2,8,4,27,8,Yes,1,Active,High,High,High
323,2023-07-15,Basic,199,16.3,7,2,22,5,No,0,Active,High,Medium,High
324,2024-08-24,Basic,199,9.7,0,0,18,12,No,0,Active,Low,Low,Medium
325,2023-01-16,Premium,699,5.8,3,2,36,19,No,0,At Risk,Medium,Medium,Medium
326,2023-09-06,Basic,199,24.1,1,5,13,48,Yes,1,Inactive,Low,High,High
327,2024-01-25,Premium,699,10.2,3,4,14,20,No,0,At Risk,Medium,High,Medium
328,2024-05-24,Standard,399,16.4,4,2,35,23,Yes,1,At Risk,Medium,Medium,High
329,2023-11-17,Standard,399,20.2,7,2,7,58,Yes,1,Inactive,High,Medium,High
330,2024-07-20,Standard,399,14.3,3,5,3,9,Yes,1,Active,Medium,High,Medium
331,2023-09-09,Premium,699,7.7,3,2,27,14,No,0,Active,Medium,Medium,Medium
332,2024-10-19,Standard,399,16.5,5,2,36,48,No,0,Inactive,Medium,Medium,High
333,2024-05-15,Premium,699,11.8,5,1,32,8,No,0,Active,Medium,Medium,Medium
334,2023-03-18,Basic,199,24.8,0,4,35,2,No,0,Active,Low,High,High
335,2023-03-11,Premium,699,19.2,6,1,4,53,No,0,Inactive,High,Medium,High
336,2024-10-15,Premium,699,0.7,8,3,10,23,Yes,1,At Risk,High,High,Low
337,2023-01-13,Premium,699,16.7,0,0,31,34,No,0,Inactive,Low,Low,High
338,2024-12-15,Basic,199,18.2,8,2,34,1,No,0,Active,High,Medium,High
339,2023-06-02,Premium,699,20.3,2,0,28,58,Yes,1,Inactive,Low,Low,High
340,2023-03-22,Basic,199,15.7,4,2,13,17,No,0,At Risk,Medium,Medium,High
341,2023-03-24,Standard,399,11.7,3,5,26,14,Yes,1,Active,Medium,High,Medium
342,2024-10-14,Premium,699,2.8,6,3,3,35,Yes,1,Inactive,High,High,Low
343,2023-04-08,Basic,199,2.5,6,5,11,50,Yes,1,Inactive,High,High,Low
344,2024-12-01,Premium,699,6.1,7,2,3,2,No,0,Active,High,Medium,Medium
345,2023-01-17,Standard,399,14.3,0,1,35,59,No,0,Inactive,Low,Medium,Medium
346,2023-09-04,Basic,199,18.9,6,0,10,19,Yes,1,At Risk,High,Low,High
347,2023-05-24,Premium,699,17.1,8,2,25,24,No,0,At Risk,High,Medium,High
348,2023-03-19,Premium,699,12.8,5,0,6,6,No,0,Active,Medium,Low,Medium
349,2024-04-06,Standard,399,24.2,5,0,26,40,Yes,1,Inactive,Medium,Low,High
350,2024-11-07,Standard,399,9.2,6,3,15,11,No,0,Active,High,High,Medium
351,2023-10-02,Standard,399,19.4,4,1,6,45,Yes,1,Inactive,Medium,Medium,High
352,2023-04-20,Basic,199,17.9,2,5,25,24,Yes,1,At Risk,Low,High,High
353,2023-05-16,Basic,199,23.6,7,2,1,48,Yes,1,Inactive,High,Medium,High
354,2023-01-27,Basic,199,11.1,8,4,12,32,Yes,1,Inactive,High,High,Medium
355,2024-02-02,Basic,199,14.1,5,3,23,0,Yes,1,Active,Medium,High,Medium
356,2024-01-25,Basic,199,22.7,3,4,36,33,Yes,1,Inactive,Medium,High,High
357,2024-03-21,Basic,199,7.1,4,3,9,9,Yes,1,Active,Medium,High,Medium
358,2024-10-02,Standard,399,7.8,1,2,27,16,No,0,At Risk,Low,Medium,Medium
359,2023-12-07,Standard,399,11.7,2,2,13,0,No,0,Active,Low,Medium,Medium
360,2024-10-28,Premium,699,20.2,5,3,25,21,Yes,1,At Risk,Medium,High,High
361,2024-02-12,Premium,699,7.9,3,3,9,20,Yes,1,At Risk,Medium,High,Medium
362,2024-01-21,Standard,399,18.5,7,4,19,50,Yes,1,Inactive,High,High,High
363,2024-07-17,Standard,399,9.4,3,4,26,34,Yes,1,Inactive,Medium,High,Medium
364,2024-12-10,Basic,199,23.6,3,3,30,51,Yes,1,Inactive,Medium,High,High
365,2024-11-05,Basic,199,17.0,2,5,27,19,Yes,1,At Risk,Low,High,High
366,2024-02-15,Basic,199,19.8,1,3,28,38,Yes,1,Inactive,Low,High,High
367,2024-01-04,Premium,699,23.1,6,4,33,2,No,0,Active,High,High,High
368,2024-11-11,Premium,699,15.0,1,0,35,49,Yes,1,Inactive,Low,Low,Medium
369,2024-02-14,Standard,399,16.4,0,4,11,41,No,0,Inactive,Low,High,High
370,2024-06-15,Standard,399,3.1,1,2,28,14,Yes,1,Active,Low,Medium,Low
371,2024-12-08,Premium,699,11.4,6,3,15,49,Yes,1,Inactive,High,High,Medium
372,2023-03-29,Premium,699,9.0,0,3,10,6,Yes,1,Active,Low,High,Medium
373,2024-05-09,Basic,199,9.0,5,3,10,50,Yes,1,Inactive,Medium,High,Medium
374,2024-12-28,Standard,399,2.9,7,2,31,4,Yes,1,Active,High,Medium,Low
375,2023-09-07,Basic,199,21.3,1,5,2,51,Yes,1,Inactive,Low,High,High
376,2023-08-26,Premium,699,14.0,5,4,12,27,No,0,At Risk,Medium,High,Medium
377,2023-07-22,Standard,399,5.1,6,3,12,1,No,0,Active,High,High,Medium
378,2023-03-06,Standard,399,10.0,3,1,28,17,No,0,At Risk,Medium,Medium,Medium
379,2024-04-13,Premium,699,20.1,8,1,7,23,Yes,1,At Risk,High,Medium,High
380,2024-02-02,Basic,199,16.9,7,4,17,40,Yes,1,Inactive,High,High,High
381,2023-06-26,Premium,699,14.9,5,2,26,54,Yes,1,Inactive,Medium,Medium,Medium
382,2023-09-02,Premium,699,23.0,1,5,20,8,Yes,1,Active,Low,High,High
383,2023-05-22,Standard,399,5.0,2,4,8,24,Yes,1,At Risk,Low,High,Low
384,2024-10-22,Premium,699,10.9,7,5,25,34,Yes,1,Inactive,High,High,Medium
385,2024-04-06,Basic,199,4.6,4,1,36,11,Yes,1,Active,Medium,Medium,Low
386,2024-01-29,Premium,699,21.7,0,3,4,8,Yes,1,Active,Low,High,High
387,2024-03-30,Premium,699,16.5,6,5,33,31,Yes,1,Inactive,High,High,High
388,2023-08-19,Standard,399,2.5,0,1,11,18,Yes,1,At Risk,Low,Medium,Low
389,2024-05-22,Premium,699,4.6,7,4,19,47,Yes,1,Inactive,High,High,Low
390,2024-01-11,Premium,699,3.3,1,2,33,49,Yes,1,Inactive,Low,Medium,Low
391,2023-04-15,Premium,699,19.1,7,4,3,13,No,0,Active,High,High,High
392,2023-03-31,Premium,699,7.8,0,3,16,16,Yes,1,At Risk,Low,High,Medium
393,2024-12-06,Standard,399,19.5,3,1,8,51,No,0,Inactive,Medium,Medium,High
394,2023-03-02,Standard,399,4.6,2,1,28,52,Yes,1,Inactive,Low,Medium,Low
395,2023-10-27,Premium,699,13.5,8,1,23,20,No,0,At Risk,High,Medium,Medium
396,2024-02-26,Standard,399,23.8,8,5,18,52,Yes,1,Inactive,High,High,High
397,2023-05-30,Basic,199,21.7,2,5,18,55,Yes,1,Inactive,Low,High,High
398,2023-10-03,Premium,699,20.8,6,3,21,9,No,0,Active,High,High,High
399,2023-04-06,Premium,699,9.7,1,5,27,50,No,0,Inactive,Low,High,Medium
400,2024-08-18,Standard,399,18.9,5,3,33,60,Yes,1,Inactive,Medium,High,High
401,2023-03-06,Basic,199,18.4,7,5,6,42,Yes,1,Inactive,High,High,High
402,2023-10-18,Premium,699,5.8,6,1,26,31,Yes,1,Inactive,High,Medium,Medium
403,2023-02-19,Standard,399,14.7,7,2,36,57,Yes,1,Inactive,High,Medium,Medium
404,2023-06-11,Basic,199,15.8,7,0,7,7,No,0,Active,High,Low,High
405,2024-10-27,Standard,399,0.5,6,1,30,44,No,0,Inactive,High,Medium,Low
406,2023-03-26,Standard,399,21.9,4,0,11,41,Yes,1,Inactive,Medium,Low,High
407,2024-03-15,Standard,399,1.8,4,5,11,44,Yes,1,Inactive,Medium,High,Low
408,2024-08-30,Premium,699,17.7,0,1,6,30,Yes,1,At Risk,Low,Medium,High
409,2023-05-04,Basic,199,17.2,0,0,34,44,Yes,1,Inactive,Low,Low,High
410,2023-04-15,Standard,399,12.2,3,3,9,5,No,0,Active,Medium,High,Medium
411,2023-05-17,Basic,199,9.5,4,1,21,24,No,0,At Risk,Medium,Medium,Medium
412,2023-12-26,Premium,699,2.2,0,4,10,41,Yes,1,Inactive,Low,High,Low
413,2023-08-11,Premium,699,15.9,2,3,14,39,No,0,Inactive,Low,High,High
414,2024-03-15,Basic,199,3.9,1,4,7,46,Yes,1,Inactive,Low,High,Low
415,2024-09-14,Standard,399,6.6,1,1,9,35,No,0,Inactive,Low,Medium,Medium
416,2023-07-13,Standard,399,21.3,4,1,2,33,No,0,Inactive,Medium,Medium,High
417,2023-09-04,Premium,699,7.7,0,1,26,31,No,0,Inactive,Low,Medium,Medium
418,2024-02-01,Standard,399,13.4,0,2,5,59,Yes,1,Inactive,Low,Medium,Medium
419,2024-08-24,Premium,699,9.5,2,3,27,49,Yes,1,Inactive,Low,High,Medium
420,2024-06-02,Basic,199,6.9,0,0,1,60,No,0,Inactive,Low,Low,Medium
421,2024-07-03,Standard,399,19.3,6,5,33,25,Yes,1,At Risk,High,High,High
422,2023-06-09,Premium,699,7.3,4,0,10,32,No,0,Inactive,Medium,Low,Medium
423,2023-09-02,Premium,699,10.1,1,2,21,44,Yes,1,Inactive,Low,Medium,Medium
424,2023-02-26,Basic,199,2.6,6,0,16,29,Yes,1,At Risk,High,Low,Low
425,2023-12-22,Standard,399,3.4,2,5,12,0,Yes,1,Active,Low,High,Low
426,2023-10-03,Premium,699,19.7,4,1,34,23,Yes,1,At Risk,Medium,Medium,High
427,2024-06-20,Premium,699,19.4,0,2,8,51,Yes,1,Inactive,Low,Medium,High
428,2023-02-26,Basic,199,18.0,1,3,17,29,Yes,1,At Risk,Low,High,High
429,2023-04-29,Standard,399,9.5,4,0,11,57,No,0,Inactive,Medium,Low,Medium
430,2024-01-28,Basic,199,0.6,0,1,33,2,No,0,Active,Low,Medium,Low
431,2024-11-02,Basic,199,23.3,0,4,12,51,No,0,Inactive,Low,High,High
432,2023-03-21,Standard,399,8.4,6,5,15,20,Yes,1,At Risk,High,High,Medium
433,2023-02-17,Premium,699,3.4,0,1,24,14,No,0,Active,Low,Medium,Low
434,2024-04-12,Standard,399,22.0,4,2,5,20,Yes,1,At Risk,Medium,Medium,High
435,2024-01-13,Basic,199,5.4,4,5,24,39,Yes,1,Inactive,Medium,High,Medium
436,2023-09-09,Premium,699,24.9,3,5,32,57,Yes,1,Inactive,Medium,High,High
437,2024-12-11,Basic,199,23.3,0,1,1,34,Yes,1,Inactive,Low,Medium,High
438,2023-07-30,Basic,199,0.5,6,5,22,46,Yes,1,Inactive,High,High,Low
439,2023-02-14,Premium,699,10.8,0,1,16,45,Yes,1,Inactive,Low,Medium,Medium
440,2023-04-08,Basic,199,10.6,5,3,34,47,Yes,1,Inactive,Medium,High,Medium
441,2024-03-21,Premium,699,16.1,6,0,9,37,No,0,Inactive,High,Low,High
442,2024-12-18,Premium,699,6.3,4,2,9,59,No,0,Inactive,Medium,Medium,Medium
443,2023-05-20,Premium,699,8.3,4,1,21,4,No,0,Active,Medium,Medium,Medium
444,2023-05-04,Premium,699,4.3,2,3,7,29,Yes,1,At Risk,Low,High,Low
445,2023-05-03,Premium,699,24.1,3,3,23,19,No,0,At Risk,Medium,High,High
446,2023-08-09,Basic,199,20.3,4,5,11,44,Yes,1,Inactive,Medium,High,High
447,2024-11-24,Standard,399,2.7,3,2,10,25,Yes,1,At Risk,Medium,Medium,Low
448,2024-04-08,Standard,399,20.6,2,0,17,60,No,0,Inactive,Low,Low,High
449,2023-05-05,Premium,699,6.6,7,0,36,51,No,0,Inactive,High,Low,Medium
450,2024-01-17,Basic,199,20.8,3,1,4,12,No,0,Active,Medium,Medium,High
451,2023-07-22,Premium,699,14.8,4,0,6,1,No,0,Active,Medium,Low,Medium
452,2024-04-17,Premium,699,20.3,1,2,29,7,Yes,1,Active,Low,Medium,High
453,2024-01-27,Basic,199,23.1,6,5,11,25,Yes,1,At Risk,High,High,High
454,2023-06-02,Premium,699,4.7,3,1,28,17,Yes,1,At Risk,Medium,Medium,Low
455,2023-03-04,Basic,199,16.4,7,3,16,56,Yes,1,Inactive,High,High,High
456,2024-06-22,Basic,199,9.9,6,1,18,41,No,0,Inactive,High,Medium,Medium
457,2024-05-11,Basic,199,20.0,6,5,35,22,Yes,1,At Risk,High,High,High
458,2023-08-13,Standard,399,8.4,4,1,33,1,No,0,Active,Medium,Medium,Medium
459,2023-08-27,Basic,199,1.9,7,4,18,22,Yes,1,At Risk,High,High,Low
460,2023-02-27,Basic,199,6.6,3,2,7,34,No,0,Inactive,Medium,Medium,Medium
461,2024-12-15,Basic,199,9.2,2,1,25,15,No,0,At Risk,Low,Medium,Medium
462,2023-07-12,Standard,399,17.7,5,4,2,36,Yes,1,Inactive,Medium,High,High
463,2024-09-08,Standard,399,8.1,7,0,35,5,Yes,1,Active,High,Low,Medium
464,2023-05-14,Basic,199,13.4,0,2,2,58,No,0,Inactive,Low,Medium,Medium
465,2024-12-22,Standard,399,23.0,5,0,12,1,Yes,1,Active,Medium,Low,High
466,2024-11-09,Basic,199,21.2,5,0,8,23,No,0,At Risk,Medium,Low,High
467,2024-03-23,Standard,399,8.7,5,1,7,10,No,0,Active,Medium,Medium,Medium
468,2024-09-20,Premium,699,16.4,2,5,32,35,No,0,Inactive,Low,High,High
469,2023-10-29,Standard,399,16.8,2,3,15,19,No,0,At Risk,Low,High,High
470,2023-11-22,Basic,199,18.4,6,4,12,2,Yes,1,Active,High,High,High
471,2023-03-21,Premium,699,16.2,1,3,15,9,Yes,1,Active,Low,High,High
472,2024-12-26,Basic,199,24.6,2,5,23,56,No,0,Inactive,Low,High,High
473,2023-12-25,Premium,699,11.4,4,1,22,15,No,0,At Risk,Medium,Medium,Medium
474,2023-06-20,Standard,399,18.2,0,3,7,28,No,0,At Risk,Low,High,High
475,2024-05-05,Standard,399,22.1,5,4,32,24,Yes,1,At Risk,Medium,High,High
476,2023-09-25,Premium,699,4.5,1,0,15,18,Yes,1,At Risk,Low,Low,Low
477,2023-04-06,Basic,199,8.9,6,1,5,46,Yes,1,Inactive,High,Medium,Medium
478,2024-03-20,Standard,399,17.8,6,5,31,10,No,0,Active,High,High,High
479,2024-07-07,Basic,199,3.0,3,1,4,26,No,0,At Risk,Medium,Medium,Low
480,2024-05-17,Standard,399,7.8,1,0,19,25,No,0,At Risk,Low,Low,Medium
481,2024-10-02,Basic,199,9.3,6,0,4,18,No,0,At Risk,High,Low,Medium
482,2023-03-25,Premium,699,5.4,0,1,31,10,No,0,Active,Low,Medium,Medium
483,2023-09-29,Standard,399,8.1,6,3,8,31,No,0,Inactive,High,High,Medium
484,2023-02-15,Basic,199,10.0,5,3,35,23,Yes,1,At Risk,Medium,High,Medium
485,2024-12-14,Standard,399,11.9,3,2,29,36,Yes,1,Inactive,Medium,Medium,Medium
486,2024-08-26,Premium,699,2.6,5,4,7,26,Yes,1,At Risk,Medium,High,Low
487,2024-12-04,Basic,199,2.0,6,4,36,26,Yes,1,At Risk,High,High,Low
488,2023-02-05,Standard,399,12.2,1,3,16,57,No,0,Inactive,Low,High,Medium
489,2023-06-27,Premium,699,20.1,2,0,34,60,No,0,Inactive,Low,Low,High
490,2024-11-30,Basic,199,20.3,2,0,14,27,Yes,1,At Risk,Low,Low,High
491,2023-03-10,Standard,399,24.9,2,4,13,16,Yes,1,At Risk,Low,High,High
492,2024-04-14,Basic,199,14.1,8,2,25,54,Yes,1,Inactive,High,Medium,Medium
493,2024-08-25,Basic,199,19.7,1,3,34,9,Yes,1,Active,Low,High,High
494,2023-12-19,Premium,699,23.2,1,2,7,55,Yes,1,Inactive,Low,Medium,High
495,2023-06-26,Standard,399,9.9,7,4,17,38,Yes,1,Inactive,High,High,Medium
496,2023-12-06,Standard,399,4.0,6,0,26,25,No,0,At Risk,High,Low,Low
497,2023-12-12,Premium,699,1.7,7,2,16,57,Yes,1,Inactive,High,Medium,Low
498,2023-08-22,Standard,399,7.4,7,5,20,43,Yes,1,Inactive,High,High,Medium
499,2024-09-11,Basic,199,24.4,7,2,20,17,No,0,At Risk,High,Medium,High
500,2024-06-12,Premium,699,5.1,3,3,6,47,Yes,1,Inactive,Medium,High,Medium
501,2024-02-18,Standard,399,13.1,2,0,4,19,No,0,At Risk,Low,Low,Medium
502,2023-07-25,Basic,199,22.0,0,1,34,12,No,0,Active,Low,Medium,High
503,2024-01-13,Basic,199,1.3,0,2,16,45,Yes,1,Inactive,Low,Medium,Low
504,2024-05-15,Standard,399,10.2,1,5,33,1,Yes,1,Active,Low,High,Medium
505,2023-06-17,Premium,699,4.9,7,4,29,35,Yes,1,Inactive,High,High,Low
506,2023-08-08,Standard,399,7.5,6,0,6,10,No,0,Active,High,Low,Medium
507,2024-11-29,Basic,199,17.1,4,5,15,26,Yes,1,At Risk,Medium,High,High
508,2023-09-16,Basic,199,22.8,2,4,31,51,Yes,1,Inactive,Low,High,High
509,2023-12-24,Premium,699,18.0,4,3,20,57,Yes,1,Inactive,Medium,High,High
510,2024-02-11,Standard,399,5.8,4,5,17,33,No,0,Inactive,Medium,High,Medium
511,2023-10-17,Premium,699,0.7,5,4,7,41,Yes,1,Inactive,Medium,High,Low
512,2023-10-11,Standard,399,12.3,5,2,7,40,Yes,1,Inactive,Medium,Medium,Medium
513,2024-09-06,Standard,399,5.1,8,1,20,57,Yes,1,Inactive,High,Medium,Medium
514,2023-09-23,Standard,399,17.2,0,5,21,31,No,0,Inactive,Low,High,High
515,2023-07-14,Standard,399,10.0,0,4,26,45,No,0,Inactive,Low,High,Medium
516,2023-06-24,Standard,399,17.3,7,5,15,22,Yes,1,At Risk,High,High,High
517,2024-07-26,Premium,699,4.9,1,3,36,8,No,0,Active,Low,High,Low
518,2023-11-11,Basic,199,16.5,3,2,22,14,No,0,Active,Medium,Medium,High
519,2023-02-24,Standard,399,9.6,4,3,22,54,Yes,1,Inactive,Medium,High,Medium
520,2024-01-26,Premium,699,12.1,3,4,5,7,No,0,Active,Medium,High,Medium
521,2024-08-06,Premium,699,10.6,2,1,20,12,No,0,Active,Low,Medium,Medium
522,2023-07-01,Standard,399,8.3,2,0,10,31,Yes,1,Inactive,Low,Low,Medium
523,2024-08-13,Standard,399,0.6,4,1,4,48,No,0,Inactive,Medium,Medium,Low
524,2024-03-15,Basic,199,19.7,1,1,32,39,No,0,Inactive,Low,Medium,High
525,2024-01-18,Standard,399,24.2,6,0,28,2,No,0,Active,High,Low,High
526,2024-10-03,Basic,199,19.0,8,1,21,1,No,0,Active,High,Medium,High
527,2024-05-30,Premium,699,6.0,5,2,16,8,Yes,1,Active,Medium,Medium,Medium
528,2024-06-16,Premium,699,4.6,0,2,20,60,Yes,1,Inactive,Low,Medium,Low
529,2023-07-12,Premium,699,8.8,2,2,34,57,Yes,1,Inactive,Low,Medium,Medium
530,2023-01-23,Basic,199,1.0,3,5,26,8,Yes,1,Active,Medium,High,Low
531,2024-01-20,Premium,699,4.6,5,5,33,41,Yes,1,Inactive,Medium,High,Low
532,2024-10-31,Premium,699,19.4,0,4,17,3,No,0,Active,Low,High,High
533,2023-09-16,Basic,199,17.4,6,3,4,24,Yes,1,At Risk,High,High,High
534,2024-11-09,Standard,399,5.5,0,2,10,26,No,0,At Risk,Low,Medium,Medium
535,2024-06-07,Premium,699,15.8,2,3,18,53,No,0,Inactive,Low,High,High
536,2023-09-27,Premium,699,7.4,1,3,8,12,No,0,Active,Low,High,Medium
537,2024-05-23,Premium,699,9.3,6,2,13,10,Yes,1,Active,High,Medium,Medium
538,2023-04-24,Basic,199,8.6,0,0,31,42,Yes,1,Inactive,Low,Low,Medium
539,2023-04-14,Premium,699,4.2,1,4,32,4,No,0,Active,Low,High,Low
540,2023-06-28,Standard,399,11.7,4,2,15,29,Yes,1,At Risk,Medium,Medium,Medium
541,2023-02-16,Basic,199,9.3,5,3,19,47,Yes,1,Inactive,Medium,High,Medium
542,2024-09-28,Basic,199,16.8,2,2,9,22,No,0,At Risk,Low,Medium,High
543,2024-04-12,Standard,399,9.6,5,1,6,7,No,0,Active,Medium,Medium,Medium
544,2023-06-20,Standard,399,17.4,7,3,25,41,No,0,Inactive,High,High,High
545,2024-08-27,Basic,199,17.6,0,1,9,6,No,0,Active,Low,Medium,High
546,2024-12-01,Standard,399,4.9,6,2,29,39,Yes,1,Inactive,High,Medium,Low
547,2023-02-17,Premium,699,12.3,7,0,9,56,Yes,1,Inactive,High,Low,Medium
548,2024-08-13,Basic,199,16.5,0,5,17,55,No,0,Inactive,Low,High,High
549,2024-09-25,Premium,699,24.5,5,4,15,33,Yes,1,Inactive,Medium,High,High
550,2024-10-18,Basic,199,16.7,3,3,28,22,No,0,At Risk,Medium,High,High
551,2023-06-10,Standard,399,21.1,8,4,10,3,Yes,1,Active,High,High,High
552,2023-09-04,Premium,699,21.4,2,0,31,48,No,0,Inactive,Low,Low,High
553,2023-08-29,Standard,399,1.7,3,4,18,41,Yes,1,Inactive,Medium,High,Low
554,2023-11-20,Basic,199,11.4,7,0,30,54,Yes,1,Inactive,High,Low,Medium
555,2024-07-24,Basic,199,18.8,0,0,32,25,No,0,At Risk,Low,Low,High
556,2024-11-18,Premium,699,20.7,4,4,1,35,Yes,1,Inactive,Medium,High,High
557,2024-07-27,Standard,399,9.4,0,1,22,54,No,0,Inactive,Low,Medium,Medium
558,2024-11-05,Premium,699,18.1,5,5,31,28,Yes,1,At Risk,Medium,High,High
559,2023-04-19,Basic,199,8.9,4,4,1,33,Yes,1,Inactive,Medium,High,Medium
560,2023-07-12,Basic,199,12.6,6,0,11,16,No,0,At Risk,High,Low,Medium
561,2024-02-29,Basic,199,5.8,3,5,26,21,Yes,1,At Risk,Medium,High,Medium
562,2024-05-31,Basic,199,19.4,7,3,8,42,Yes,1,Inactive,High,High,High
563,2024-08-22,Basic,199,0.6,0,4,32,59,Yes,1,Inactive,Low,High,Low
564,2023-05-12,Standard,399,19.6,2,5,33,37,Yes,1,Inactive,Low,High,High
565,2024-09-15,Basic,199,16.6,5,4,25,56,Yes,1,Inactive,Medium,High,High
566,2023-05-22,Premium,699,7.2,5,2,16,28,No,0,At Risk,Medium,Medium,Medium
567,2024-07-20,Standard,399,7.8,8,2,33,45,Yes,1,Inactive,High,Medium,Medium
568,2023-05-16,Premium,699,5.4,4,5,14,22,No,0,At Risk,Medium,High,Medium
569,2024-07-29,Premium,699,12.8,5,5,12,7,No,0,Active,Medium,High,Medium
570,2023-01-14,Standard,399,17.0,8,2,27,56,No,0,Inactive,High,Medium,High
571,2023-10-01,Premium,699,1.1,2,0,7,42,Yes,1,Inactive,Low,Low,Low
572,2023-07-28,Basic,199,17.2,2,0,19,44,No,0,Inactive,Low,Low,High
573,2024-07-29,Premium,699,9.3,7,0,3,39,No,0,Inactive,High,Low,Medium
574,2023-02-18,Basic,199,10.0,8,5,36,18,No,0,At Risk,High,High,Medium
575,2023-09-15,Standard,399,10.7,5,4,25,3,Yes,1,Active,Medium,High,Medium
576,2023-07-21,Basic,199,20.8,5,4,29,34,Yes,1,Inactive,Medium,High,High
577,2023-06-27,Premium,699,7.7,2,5,13,4,Yes,1,Active,Low,High,Medium
578,2023-05-14,Premium,699,3.4,0,3,33,17,Yes,1,At Risk,Low,High,Low
579,2023-06-07,Basic,199,0.6,7,5,17,59,Yes,1,Inactive,High,High,Low
580,2024-01-02,Standard,399,19.5,4,3,4,50,Yes,1,Inactive,Medium,High,High
581,2023-06-13,Basic,199,13.4,2,4,21,4,No,0,Active,Low,High,Medium
582,2024-11-10,Standard,399,13.7,1,2,35,14,No,0,Active,Low,Medium,Medium
583,2024-07-28,Standard,399,9.3,3,4,22,33,Yes,1,Inactive,Medium,High,Medium
584,2024-09-20,Premium,699,3.3,5,3,1,15,No,0,At Risk,Medium,High,Low
585,2023-04-27,Premium,699,24.0,5,3,16,58,No,0,Inactive,Medium,High,High
586,2024-01-19,Standard,399,13.7,4,0,17,58,No,0,Inactive,Medium,Low,Medium
587,2023-11-25,Premium,699,11.4,0,2,33,57,No,0,Inactive,Low,Medium,Medium
588,2023-03-09,Premium,699,23.7,2,4,6,34,Yes,1,Inactive,Low,High,High
589,2024-12-20,Basic,199,21.7,6,0,14,13,No,0,Active,High,Low,High
590,2024-04-15,Premium,699,16.3,1,5,28,43,Yes,1,Inactive,Low,High,High
591,2024-07-25,Premium,699,1.4,1,0,22,11,No,0,Active,Low,Low,Low
592,2024-03-19,Basic,199,22.8,6,3,15,28,Yes,1,At Risk,High,High,High
593,2024-09-25,Standard,399,10.0,1,4,2,0,No,0,Active,Low,High,Medium
594,2023-10-24,Basic,199,17.7,1,2,3,59,Yes,1,Inactive,Low,Medium,High
595,2024-11-07,Premium,699,15.4,4,3,20,24,Yes,1,At Risk,Medium,High,High
596,2024-07-12,Basic,199,4.3,3,1,31,47,Yes,1,Inactive,Medium,Medium,Low
597,2023-05-25,Standard,399,7.8,5,0,10,35,No,0,Inactive,Medium,Low,Medium
598,2023-11-09,Basic,199,0.6,6,4,3,35,Yes,1,Inactive,High,High,Low
599,2024-09-23,Basic,199,5.7,8,1,23,10,Yes,1,Active,High,Medium,Medium
600,2023-03-16,Standard,399,3.3,0,4,13,29,Yes,1,At Risk,Low,High,Low
601,2023-12-05,Standard,399,6.6,3,5,5,37,Yes,1,Inactive,Medium,High,Medium
602,2023-07-18,Standard,399,16.9,3,0,9,18,No,0,At Risk,Medium,Low,High
603,2024-08-03,Standard,399,11.5,4,5,32,37,Yes,1,Inactive,Medium,High,Medium
604,2023-08-15,Standard,399,24.0,2,0,21,20,No,0,At Risk,Low,Low,High
605,2024-05-06,Premium,699,7.3,5,1,28,43,No,0,Inactive,Medium,Medium,Medium
606,2024-10-23,Standard,399,9.3,4,3,29,35,Yes,1,Inactive,Medium,High,Medium
607,2024-10-03,Premium,699,21.1,2,4,6,12,Yes,1,Active,Low,High,High
608,2024-08-15,Basic,199,22.4,8,5,5,1,No,0,Active,High,High,High
